Course Code,Prerequisites
*BIOL 555 D 1,"BIOL 304, BIOL 308"
*BIOL 555 D 2,BIOL 555 D 1
BIOL 565,
BIOL 568,"BIOL 202, BIOL 302, BIOL 300, BIOL 370"
*BIOL 569,"BIOL 303, BIOL 304"
*BIOL 573,"BIOL 304, BIOL 352"
BIOL 575,"BIOL 202, BIOL 302, BIOL 300"
BIOL 580,BIOL 306
*BIOL 583,BIOL 373
*BIOL 585,"BIOL 308, BIOL 434"
BIOL 588,"BIOL 300, BIOL 306"
*BIOL 590,BIOL 434
BIOL 592,BIOL 301
*BIOL 594,"BIOL 304, BIOL 308"
*BIOL 596,BIOL 373
*BIOL 597,"BIOL 373, BIOL 596"
*BIOL 598,BIOL 373
BIOL 601,
BIOL 602,
BIOL 603,
BIOL 610,
BIOL 632,BIOL 206
*BIOL 640,
*BIOL 645,
BIOL 650,
BIOL 651,
BIOL 652,
*BIOL 652 D 1,
*BIOL 652 D 2,BIOL 652 D 1
BIOL 655,
*BIOL 690,
BIOL 697,
BIOL 698,
BIOL 699,
BIOL 700,
BIOL 702,
BIOS 601,MATH 324
BIOS 602,"MATH 556, BIOS 601"
*BIOS 610,
BIOS 612,"BIOS 611, MATH 533, MATH 523"
*BIOS 613,MATH 324
BIOS 624,"MATH 533, MATH 523"
*BIOS 624 D 1,"MATH 533, MATH 523"
*BIOS 624 D 2,
BIOS 630,
BIOS 630 D 1,
BIOS 630 D 2,BIOS 630 D 1
*BIOS 631,
BIOS 637,
BIOS 690,
BIOS 691,
*BIOS 692,
BIOS 693,
BIOS 694,
*BIOS 695,
*BIOS 696,
*BIOS 697,
*BIOS 698,
BIOS 701,
BIOS 702,
BIOS 702 D 1,
BIOS 702 D 2,BIOS 702 D 1
BIOT 302,BIOL 201
BIOT 505,
BMDE 501,
*BMDE 502,"BMDE 519, ECSE 303, ECSE 304"
BMDE 503,"MATH 263, MATH 381"
BMDE 504,
BMDE 505,
*BMDE 506,"MATH 222, BIOL 200, BIOL 201, CHEM 212, CHEM 213, PHYS 253"
BMDE 507,"CHEE 380, CHEM 212, BIOL 201"
BMDE 508,
*BMDE 509,
*BMDE 510,"CHEM 211, MATH 222, PHYS 230"
BMDE 512,MATH 271
BMDE 519,
BMDE 520,"MATH 203, MATH 223, MATH 323"
BMDE 521,"MATH 203, MATH 223, MATH 323, MATH 222, MATH 204"
*BMDE 525,
*BMDE 525 D 1,
*BMDE 525 D 2,BMDE 525 D 1
BMDE 558,
*BMDE 600 D 1,
*BMDE 600 D 2,
BMDE 610,"ECSE 305, MATH 223"
BMDE 650,
*BMDE 651,
*BMDE 652,
BMDE 653,
BMDE 654,
BMDE 655,
BMDE 656,
BMDE 657,
*BMDE 657 D 1,
BMDE 657 D 2,
BMDE 660,"PHYS 241, ECSE 304, ECSE 306, PHYS 242, ECSE 251"
*BMDE 700,
BREE 103,AEMA 100
*BREE 187,
*BREE 188,
BREE 205,
BREE 210,
BREE 214,
BREE 216,
BREE 217,
BREE 252,
BREE 301,
BREE 305,"BREE 210, AEMA 202"
BREE 312,AEMA 305
BREE 314,
BREE 319,"AEMA 305, BREE 252"
BREE 322,
BREE 324,
BREE 325,
BREE 327,
BREE 329,"AEBI 210, PLNT 300"
BREE 341,BREE 210
*BREE 403,
BREE 412,BREE 341
BREE 415,"BREE 210, BREE 216, BREE 341"
*BREE 416,BREE 217
*BREE 418,BREE 341
BREE 419,BREE 341
BREE 420,FACC 300
BREE 451,
BREE 452,BREE 451
BREE 453,BREE 452
*BREE 481,
*BREE 482,
*BREE 483,
*BREE 484,
BREE 485,BREE 453
BREE 490,"CHEE 315, MECH 346, BREE 415"
BREE 495,BREE 490
BREE 497,"BREE 205, BREE 327"
BREE 501,"BREE 252, AEMA 305"
*BREE 502,BREE 217
BREE 503,
BREE 504,"BREE 252, BREE 312"
BREE 505,BREE 420
*BREE 506,
BREE 509,BREE 217
BREE 510,
*BREE 512,BREE 341
*BREE 515,
BREE 518,
BREE 519,BREE 325
*BREE 520,BREE 327
BREE 522,"BREE 216, BREE 341"
*BREE 525,BREE 301
BREE 529,
*BREE 530,BREE 305
*BREE 531,
*BREE 532,
BREE 533,
BREE 535,"BREE 324, BREE 325, FDSC 330"
BREE 600,
BREE 601,BREE 600
BREE 602,BREE 600
*BREE 603,
BREE 608,
BREE 623,
BREE 630,"BREE 510, BREE 655"
BREE 631,"BREE 510, BREE 655"
BREE 651,
BREE 652,BREE 651
BREE 655,
BREE 671,
BREE 672,
*BREE 672 D 1,
*BREE 672 D 2,BREE 672 D 1
BREE 673,
BREE 691,
BREE 692,
BREE 693,
BREE 694,
BREE 695,
BREE 696,
BREE 697,
BREE 698,
BREE 699,
BREE 701,
BREE 702,
*BREE 708,
BREE 751,
BREE 752,
BREE 753,
BREE 754,
BTEC 306,"BIOL 202, LSCI 204"
BTEC 501,"LSCI 202, LSCI 204, ANSC 326"
*BTEC 502,
*BTEC 535,
BTEC 555,
BTEC 619,BTEC 620
BTEC 620,
BTEC 621,
BTEC 622,BTEC 620
BTEC 623,
BTEC 624,BTEC 622
*BTEC 624 D 1,
*BTEC 624 D 2,BTEC 624 D 1
BTEC 625,BTEC 622
BTEC 650,
*BTEC 691,BTEC 620
*BUS 1 532 Bankruptcy and Insolvency (3 credits),
BUS 2 365 Business Associations (4 credits),
*BUS 2 365 D 1 Business Associations (2 credits),
*BUS 2 365 D 2 Business Associations (2 credits),BUS 2 365 D 1
*BUS 2 501 Patent Theory and Policy (3 credits),BUS 2 463
BUS 2 502 Intellectual and Industrial Property (3 credits),
*BUS 2 503 Business Organizations (3 credits),
BUS 2 504 Securities Regulation (3 credits),
BUS 2 505 Corporate Finance (3 credits),
BUS 2 531 Banking Law (3 credits),
*BUS 2 561 Insurance (3 credits),
*BUSA 100,
BUSA 270,
BUSA 300,
BUSA 356,
BUSA 364,
BUSA 391,
BUSA 394,
BUSA 395,
BUSA 396,
*BUSA 399,
BUSA 400,
BUSA 401,
*BUSA 410,
BUSA 430,
*BUSA 433,
BUSA 434,
BUSA 434 D 1,
BUSA 434 D 2,
*BUSA 435,
BUSA 451 D 1,
BUSA 451 D 2,BUSA 451 D 1
BUSA 465,"FACC 300, MGCR 341, INTG 201"
*BUSA 471,INSY 336
*BUSA 481,
BUSA 497,
*BUSA 498,
*BUSA 600,"INSY 660, INSY 661, INSY 662, MGSC 660, MGSC 661, MGSC 662, ORGB 660, ORGB 661"
BUSA 611,"BUSA 693, INSY 660, INSY 661, INSY 662, MGSC 660, MGSC 661, MGSC 662, ORGB 660, ORGB 661"
BUSA 613,"BUSA 693, INSY 660, INSY 661, INSY 662, MGSC 660, MGSC 661, MGSC 662, ORGB 660, ORGB 661"
*BUSA 614,"MGCR 629, MGCR 650, MGCR 651, MGCR 652, MGCR 653"
BUSA 620,
*BUSA 626,
*BUSA 640,
BUSA 642,
BUSA 643,
BUSA 644,
*BUSA 645,
*BUSA 646,"MGCR 629, MGCR 650, MGCR 651, MGCR 652, MGCR 653, BUSA 650, BUSA 698, BUSA 699"
*BUSA 647 D 1,
*BUSA 647 D 2,BUSA 647 D 1
*BUSA 649,"ORGB 660, INSY 660, MGSC 660, INSY 661, MGSC 661, INSY 662, MGSC 662, ORGB 661"
BUSA 650,"MGCR 629, MGCR 650, MGCR 651, MGCR 652, MGCR 653, MGCR 613, MGCR 614, MGCR 617, MGCR 618, MGCR 620, MGCR 621, MGCR 622, MGCR 628, MGCR 638, MGCR 639, MGCR 640, MGCR 642"
BUSA 650 D 1,"MGCR 629, MGCR 650, MGCR 651, MGCR 652, MGCR 653, MGCR 613, MGCR 614, MGCR 617, MGCR 618, MGCR 620, MGCR 621, MGCR 622, MGCR 628, MGCR 638, MGCR 639, MGCR 640, MGCR 642"
BUSA 650 D 2,BUSA 650 D 1
BUSA 651,"MGCR 629, MGCR 650, MGCR 651, MGCR 652, MGCR 653, MGCR 613, MGCR 614, MGCR 617, MGCR 618, MGCR 620, MGCR 621, MGCR 622, MGCR 628, MGCR 638, MGCR 639, MGCR 640, MGCR 642"
BUSA 651 D 1,"MGCR 629, MGCR 650, MGCR 651, MGCR 652, MGCR 653, MGCR 613, MGCR 614, MGCR 617, MGCR 618, MGCR 620, MGCR 621, MGCR 622, MGCR 628, MGCR 638, MGCR 639, MGCR 640, MGCR 642"
BUSA 651 D 2,BUSA 651 D 1
*BUSA 652,
BUSA 660,
*BUSA 663,
*BUSA 664,
*BUSA 665,
*BUSA 666,
*BUSA 667,
*BUSA 668,
*BUSA 668 J 1,
*BUSA 668 J 2,BUSA 668 J 1
*BUSA 668 J 3,BUSA 668 J 2
*BUSA 670,
*BUSA 670 D 1,
*BUSA 670 D 2,BUSA 670 D 1
BUSA 671,
*BUSA 672,
*BUSA 672 D 1,
*BUSA 672 D 2,BUSA 672 D 1
*BUSA 672 J 1,
*BUSA 672 J 2,BUSA 672 J 1
*BUSA 672 J 3,BUSA 672 J 2
*BUSA 675,
BUSA 676,
BUSA 677,
*BUSA 678,
*BUSA 680,
*BUSA 684,"ORGB 660, INSY 660, MGSC 660, INSY 661, MGSC 661, INSY 662, MGSC 662, ORGB 661"
*BUSA 685,
BUSA 689,
*BUSA 689 D 1,
*BUSA 689 D 2,BUSA 689 D 1
*BUSA 689 J 1,
*BUSA 689 J 2,BUSA 689 J 1
*BUSA 689 J 3,BUSA 689 J 2
BUSA 690,
*BUSA 690 D 1,
*BUSA 690 D 2,BUSA 690 D 1
BUSA 691,
BUSA 692,
BUSA 693 D 1,
BUSA 693 D 2,BUSA 693 D 1
*BUSA 693 N 1,"INSY 660, INSY 661, INSY 662, MGSC 660, MGSC 661, MGSC 662, ORGB 660, ORGB 661"
*BUSA 693 N 2,BUSA 693 N 1
*BUSA 694,
BUSA 695,
*BUSA 698,
*CACC 220,CMSC 000
*CACC 520,
*CACC 523,
*CACC 523 N 1,
*CACC 523 N 2,CACC 523 N 1
CACC 621,
CACF 210,
CACF 215,
CACF 305,
CACF 310,"CMSC 000, CACF 210, CACF 305"
*CACF 325,"CACF 310, CMSC 000"
CACF 340,"CMSC 000, CACF 210"
CACF 341,"CACF 210, CMSC 000"
*CACF 345,"CACF 215, CMSC 000"
*CACF 350,"CCCS 280, CACF 210"
*CACF 420,CCLW 205
*CACF 440,CACF 325
*CACF 445,CACF 325
CACF 450,"CACF 340, CMSC 000"
CACF 460,"CACF 341, CMSC 000"
*CACF 470,CACF 325
*CACF 490,"CACF 345, CACF 350, CACF 420, CACF 440, CACF 445, CACF 460, CACF 470"
CAFT 600,
*CAFT 601,"SWRK 622, SWRK 610, SWRK 623, CAFT 600"
CAFT 602,"CAFT 600, SWRK 622, SWRK 610"
CAFT 603,
CAFT 604,"CAFT 600, SWRK 622, SWRK 610, SWRK 623"
*CAFT 605,"SWRK 622, SWRK 610, SWRK 623, CAFT 600"
CAFT 606,"SWRK 660, SWRK 622, SWRK 610"
*CAFT 607,"SWRK 610, SWRK 622, SWRK 623, CAFT 600"
CAFT 608,
CAFT 609,SWRK 623
CAFT 610,
CAFT 611,
CAFT 612,
*CAFT 613,CAFT 600
*CAFT 614,
*CAFT 614 D 1,
*CAFT 614 D 2,
*CANC 601,
*CANC 602,
*CANC 603,
*CANC 604,"BIOL 200, BIOC 212, ANAT 212"
*CANC 605,
*CANC 606,
*CANC 607,
*CANC 608,
*CANC 621 D 1,
*CANC 621 D 2,
*CANC 701,
CANS 200,
CANS 300,CANS 200
CANS 301,CANS 200
CANS 306,
*CANS 307,
*CANS 308,
*CANS 310,
*CANS 311,
CANS 312,
CANS 315,
CANS 401,CANS 200
CANS 402,CANS 200
*CANS 404,CANS 200
*CANS 405,CANS 200
*CANS 406,CANS 200
CANS 408,
*CANS 412,
CANS 413,
CANS 415,
CANS 420,CANS 200
CANS 480,
CANS 481,CANS 480
CANS 492,
CANS 492 D 1,
CANS 492 D 2,CANS 492 D 1
CANS 499,CANS 200
CATH 200,
*CATH 220,
*CATH 310,"CATH 200, RELG 320"
*CATH 315,CATH 200
*CATH 320,CATH 200
CATH 325,
CATH 330,
*CATH 335,
*CATH 340,CATH 200
CATH 370,
CATH 375,
*CATH 460,CATH 200
*CBUS 005 D 1,
*CBUS 005 D 2,CBUS 005 D 1
*CBUS 008 D 1,
*CBUS 008 D 2,CBUS 008 D 1
*CBUS 208 D 1,
*CBUS 208 D 2,CBUS 208 D 1
*CBUS 217,
*CBUS 218,
*CBUS 219,
*CBUS 226,
*CBUS 237,
CCAU 511,CCFC 512
*CCAU 520,CCAU 511
*CCAU 525,CCAU 511
*CCCS 280,
CCCS 300,
CCCS 301,CCCS 300
CCCS 310,CCCS 300
CCCS 315,
CCCS 321,
*CCCS 325,CCCS 300
*CCCS 330,CCCS 300
*CCCS 385,
CCCS 400,
CCCS 425,CCCS 300
CCCS 431,
CCCS 450,"CCCS 300, CCCS 321, CCCS 431, CMIS 422"
*CCCS 451,"CCCS 300, CCCS 321, CCCS 431, CMIS 422"
CCCS 452,"CCCS 300, CCCS 321, CCCS 431, CMIS 422"
CCCS 453,"CCCS 300, CCCS 321, CCCS 431, CMIS 422"
CCCS 454,"CCCS 300, CCCS 321, CCCS 431, CMIS 422"
*CCCS 455,"CCCS 300, CCCS 321, CCCS 431, CMIS 422"
*CCCS 600,
CCCS 610,
CCCS 620,
CCCS 630,
*CCCS 640,
*CCCS 650,
*CCCS 660,
*CCCS 670,
*CCCS 680,
*CCCS 685,
*CCCS 690,"CCCS 630, CCCS 640"
*CCFA 505,
*CCFA 510,"CEC 2 532, CEC 2 632"
*CCFA 523,
*CCFA 528,"CCFA 505, CCFA 515, CCFA 615, CMS 2 521, CMS 2 621, CEC 2 532, CEC 2 632"
CCFA 530,
*CCFA 536,CCFA 527
*CCFA 538,"CCFA 515, CCFA 520"
CCFA 540,CCFA 527
*CCFA 542,CCFA 540
*CCFA 545,CCFA 529
*CCFA 547,CCFA 527
*CCFA 548,CCFA 505
*CCFA 595,CCFA 520
CCFA 600,
CCFA 601,CMS 2 500
CCFA 615,CMS 2 500
CCFA 620,CMS 2 500
*CCFA 627,CMS 2 500
CCFA 629,CMS 2 500
CCFA 635,CCFA 620
*CCFA 639,
CCFA 655,"CCCS 620, CCFA 601"
CCFA 660,"CCCS 620, CCFA 601"
CCFA 665,
*CCFA 670,CCFA 655
CCFA 675,CCFA 660
*CCFA 680,"CCFA 627, CCFA 655"
*CCFA 690,CCFA 601
CCFC 511,CACC 521
CCFC 512,"CCFC 511, CMS 2 500"
CCFC 513,"CCFC 512, CMS 2 521, CMS 2 621"
*CCFC 515,
*CCFC 516,"ACCT 475, CCAU 511"
*CCFC 520,
*CCFC 521,"BUSA 364, CCLW 511, CCLW 611, MGCR 211"
*CCFC 522,"BUSA 364, CCLW 511, CCLW 611, MGCR 211"
*CCFC 523,"ACCT 475, CCAU 511"
*CCFC 590,"CCAU 511, CCFC 513"
CCLW 205,
*CCLW 300,
CCLW 611,
CCMA 511,"CCFC 511, CMS 2 500, CPL 2 552"
*CCMA 522,CCMA 511
*CCMA 523,CCMA 522
*CCOM 605,
*CCPA 601,
*CCPA 602,"CCPA 601, CCPA 631"
*CCPA 621,"CCPA 601, CCPA 602, CCPA 631"
*CCPA 622,"CCPA 601, CCPA 602, CCPA 631"
*CCPA 623,"CCPA 601, CCPA 602, CCPA 631"
*CCPA 624,"CCPA 601, CCPA 602, CCPA 631"
*CCPA 631,
*CCPA 641,"CCPA 601, CCPA 602, CCPA 631, CCPA 621, CCPA 622, CCPA 623, CCPA 624"
*CCPA 642,"CCPA 601, CCPA 602, CCPA 631, CCPA 621, CCPA 622, CCPA 623, CCPA 624"
*CCS 2 508 Web Application Development (3 credits),
*CCS 2 510 Computer Network and Internet Security (3 credits),
*CCS 2 550 Multimedia Communication Design and Marketing (3 credits),
*CCS 2 590 Topics in Information Technology (3 credits),
*CCTR 217,
*CCTR 219,
*CCTR 225,
*CCTR 226,
*CCTR 233,
*CCTR 234,
*CCTR 310,
*CCTR 325,CCTR 225
*CCTR 326,CCTR 226
*CCTR 330,
*CCTR 331,
*CCTR 401,
*CCTR 441,
*CCTR 453,CCTR 325
*CCTR 455,CCTR 325
*CCTR 457,CCTR 325
*CCTR 459,CCTR 325
*CCTR 469,CCTR 326
CCTR 500,
*CCTR 504,
*CCTR 507,CCTR 325
*CCTR 508,CCTR 326
CCTR 530,
CCTR 535,
CCTR 541,
*CCTR 544,CCTR 530
*CCTR 553,CCTR 541
CCTR 554,CCTR 541
*CCTR 555,"CCTR 530, CCTR 541"
CCTR 556,"CCTR 530, CCTR 541"
CCTR 557,"CCTR 530, CCTR 541"
*CCTR 558,"CCTR 530, CCTR 541"
*CCTR 599,
CCTR 600,CCTR 500
CCTR 601,
CCTR 602,
*CCTR 603,
CCTR 605,
CCTR 606,CCTR 605
*CCTR 642,
CCTR 643,
*CCTR 645,"CCTR 530, CCTR 541"
CCTR 660,
CCTX 511,"CACC 521, CACC 520"
CCTX 532,CCTX 511
*CEC 2 532 Business Economics (3 credits),
CEC 2 632 Business Economics (3 credits),
CEEN 102,
*CEEN 104,CEEN 102
*CEEN 106,CEEN 104
CEEN 111,CEEN 102
CEEN 112,CEEN 102
CEEN 121,"CEEN 111, CEEN 112"
CEEN 122,"CEEN 111, CEEN 112"
CEEN 201,CEGL 106
CEEN 202,CEGL 106
CEEN 211,"CEEN 106, CEEN 121, CEEN 122"
CEEN 212,"CEEN 106, CEEN 121, CEEN 122"
CEEN 221,"CEEN 211, CEEN 212"
CEEN 222,"CEEN 211, CEEN 212"
CEEN 266,"CEEN 211, CEEN 212"
CEEN 267,"CEEN 211, CEEN 212"
CEEN 301,"CEEN 221, CEEN 222"
CEEN 302,"CEEN 221, CEEN 222"
CEEN 331,"CEEN 221, CEEN 222"
CEEN 332,"CEEN 221, CEEN 222"
CEEN 401,"CEEN 331, CEEN 332"
CEEN 402,"CEEN 331, CEEN 332"
CEEN 403,"CEEN 411, CEEN 412"
CEEN 404,"CEEN 411, CEEN 412"
CEEN 411,"CEEN 331, CEEN 332"
CEEN 412,"CEEN 331, CEEN 332"
CEEN 421,"CEEN 411, CEEN 412"
CEEN 422,"CEEN 411, CEEN 412"
CEFN 102,
CEFN 104,CEFN 102
CEFN 106,"CEFN 104, CEFN 107"
CEFN 107,"CEFN 104, CEFN 106"
CEFN 211,"CEFN 106, CEFN 107"
CEFN 212,"CEFN 106, CEFN 107"
CEFN 221,"CEFN 211, CEFN 212"
CEFN 222,"CEFN 211, CEFN 212"
CEFN 331,"CEFN 221, CEFN 222"
CEFN 332,"CEFN 221, CEFN 222"
CEFN 401,"CEFN 331, CEFN 332"
CEFN 402,"CEFN 331, CEFN 332"
CEFN 411,"CEFN 331, CEFN 332"
CEFN 412,"CEFN 331, CEFN 332"
CEFN 421,"CEFN 411, CEFN 412"
CEFN 422,"CEFN 411, CEFN 412"
CEGL 213,
CEGL 223,CEGL 213
*CEGL 254,CEGL 243
CEGL 313,CEGL 223
CEGL 323,CEGL 313
CEGL 333,CEGL 323
CEGL 355,CEGL 333
*CEGL 402,
*CEGL 403,
*CEGL 404,
*CEGL 405,
CEGL 413,CEGL 355
CEGL 423,CEGL 413
*CEN 2 500 New Venture Formation (3 credits),
*CEN 2 506 Financing Startups and Ventures (3 credits),
*CEN 2 507 Venture Growth Strategies (3 credits),
*CEN 2 510 Practical Entrepreneurship Management (3 credits),"CEN 2 500, CEN 2 506"
*CENG 111,
*CENG 112,
*CENG 113,
*CENG 221,
*CENG 221 D 1,
*CENG 221 D 2,CENG 221 D 1
*CENG 222,
*CENG 223,"CENG 221, CENG 221 D 1, CENG 221 D 2"
*CENG 224,
*CENG 225,
*CENT 305,
*CENT 306,
*CENT 307,
*CENT 308,
*CENT 309,
*CENT 434,CENT 300
*CFIN 200,
*CFIN 300,
*CFIN 305,
*CFIN 310,MGCR 211
*CFIN 350,CFIN 300
*CFIN 400,"CFIN 300, CMSC 221, MGCR 341"
*CFIN 401,MGCR 211
*CFIN 402,"MGCR 211, MGCR 341"
*CFIN 403,"MGCR 211, MGCR 341"
*CFIN 410,"MGCR 211, MGCR 341"
*CFIN 420,"CFIN 300, MGCR 211, MGCR 341"
*CFIN 421,MGCR 211
*CFIN 500,
*CFIN 501,
*CFIN 507,CACC 521
*CFIN 512,"CACC 520, CACC 521"
*CFIN 515,
*CFIN 522,CFIN 512
*CFIN 525,CACC 521
*CFIN 528,CACC 521
*CFIN 530,"CEC 2 532, CEC 2 632, CFIN 512"
*CFIN 540,CFIN 512
*CFIN 550,"CACC 521, CFIN 500, CFIN 512"
*CFIN 552,"CACC 521, CFIN 512"
*CFIN 553,"CACC 521, CFIN 512"
*CFIN 560,"CACC 521, CFIN 500, CFIN 512"
*CFIN 561,CFIN 500
*CFIN 562,CACC 521
*CFIN 590,"CFIN 522, CFIN 525, CFIN 530, CFIN 540"
*CFIN 595,"CFIN 500, CFIN 512"
*CFRN 203,
*CFRN 323,CFRN 203
*CFRN 333,CFRN 323
*CFRN 343,CFRN 333
*CFRN 355,CFRN 343
*CFRN 423,"CFRN 343, CFRN 355"
CGM 2 520 Sales Management and Negotiation Strategies (3 credits),
*CGM 2 590 Topics in Management (3 credits),"CACC 520, CFIN 512, CMR 2 542"
*CGM 2 590 D 1 Topics in Management (1.5 credits),"CACC 520, CFIN 512, CMR 2 542"
*CGM 2 590 D 2 Topics in Management (1.5 credits),CGM 2 590 D 1
*CGM 2 590 N 1 Topics in Management (1.5 credits),"CACC 520, CFIN 512, CMR 2 542"
*CGM 2 590 N 2 Topics in Management (1.5 credits),CGM 2 590 N 1
"CGM 2 610 Project Management: Tools and Techniques.
 (3 credits)",
CGM 2 620 Agile Project Management: Theory and Practice (3 credits),
CGMG 210,
CGMG 282,
CGMG 305,
CGMG 318,
CGMG 319,
CGMG 445,
CHEE 200,
CHEE 204,CHEE 200
CHEE 220,CHEE 200
CHEE 231,
CHEE 291,
CHEE 301,"CHEE 204, CHEE 220"
CHEE 310,
CHEE 314,
CHEE 315,CHEE 314
CHEE 351,CHEE 220
CHEE 363,CHEE 200
CHEE 370,
CHEE 380,
CHEE 390,"CHEE 204, COMP 208, MATH 263"
CHEE 400,"CHEE 315, CHEE 484"
CHEE 401,CHEE 400
CHEE 423,"CHEE 310, CHEE 315"
CHEE 440,"MATH 264, CHEE 423"
CHEE 453,
CHEE 455,CHEE 291
CHEE 456,
CHEE 456 D 1,
CHEE 456 D 2,
CHEE 474,CHEE 370
CHEE 484,CHEE 380
CHEE 491,"CHEE 231, CHEE 455"
CHEE 494,
CHEE 494 D 1,
CHEE 494 D 2,CHEE 494 D 1
CHEE 495,
CHEE 495 D 1,
CHEE 495 D 2,CHEE 495 D 1
CHEE 496,
CHEE 496 D 1,
CHEE 496 D 2,CHEE 496 D 1
*CHEE 511,"CHEE 204, CHEE 310"
*CHEE 512,"MATH 262, CHEE 370, BIOL 200"
CHEE 515,"CHEE 310, CHEE 380, CHEM 233, MIME 261, MIME 317"
CHEE 521,"CHEE 315, CIVE 225, MIME 356, CHEE 310, CIVE 430, CHEM 233"
*CHEE 541,CHEE 310
CHEE 543,"CHEE 220, CHEE 314"
*CHEE 561,CHEE 315
*CHEE 563,"CHEE 314, MECH 331"
*CHEE 582,CHEE 314
CHEE 584,
*CHEE 585,
CHEE 591,
*CHEE 592,CHEE 314
*CHEE 593,CHEE 314
*CHEE 611,
*CHEE 621,
CHEE 631,
*CHEE 641,
CHEE 651,
*CHEE 662,
CHEE 672,CHEE 455
CHEE 681,
CHEE 682,
CHEE 687,
*CHEE 688,
CHEE 690,
*CHEE 695,
CHEE 696,
CHEE 697,
CHEE 698,
*CHEE 698 N 1,
*CHEE 698 N 2,CHEE 698 N 1
CHEE 699,CHEE 698
CHEE 795,
CHEE 796,
CHEE 797,CHEE 796
*CHEE 798,CHEE 797
CHEM 110,CHEM 120
CHEM 112,
CHEM 120,CHEM 110
CHEM 122,
*CHEM 180,
CHEM 181,
*CHEM 182,
CHEM 183,
CHEM 203,"CHEM 110, CHEM 120"
CHEM 204,"CHEM 110, CHEM 120"
CHEM 211,CHEM 110
CHEM 212,CHEM 110
CHEM 213,"CHEM 110, CHEM 120, PHYS 102, PHYS 142"
CHEM 214,"CHEM 204, CHEM 223, CHEM 243"
CHEM 219,"CHEM 110, CHEM 120, MATH 139, MATH 140, MATH 150"
CHEM 222,CHEM 212
CHEM 224,
*CHEM 232,
CHEM 233,
CHEM 234,CHEM 212
CHEM 242,
CHEM 244,CHEM 234
CHEM 252,
CHEM 253,"CHEM 110, CHEM 120"
CHEM 267,"CHEM 110, CHEM 120"
CHEM 273,"CHEM 213, MATH 222"
CHEM 281,"CHEM 110, CHEM 120"
*CHEM 287,"CHEM 110, CHEM 120, CHEM 115"
*CHEM 297,"CHEM 110, CHEM 120, CHEM 115"
CHEM 302,CHEM 222
CHEM 332,"CHEM 222, CHEM 273"
CHEM 334,"CHEM 110, CHEM 120, PHYS 101, PHYS 102, PHYS 131, PHYS 142, CHEM 203, CHEM 204, CHEM 213, CHEM 273, PHYS 230, PHYS 232"
CHEM 345,"CHEM 213, CHEM 273, PHYS 142"
CHEM 355,"CHEM 345, PHYS 242"
CHEM 362,CHEM 302
CHEM 365,CHEM 345
CHEM 367,CHEM 267
CHEM 377,CHEM 367
CHEM 381,CHEM 281
CHEM 392,"CHEM 381, CHEM 302"
*CHEM 392 D 1,"CHEM 381, CHEM 302"
*CHEM 392 D 2,CHEM 392 D 1
CHEM 396,
CHEM 400,"CHEM 243, CHEM 222, CHEM 287, CHEM 281"
*CHEM 429,"CHEM 212, CHEM 223, CHEM 243, CHEM 213, CHEM 273, CHEM 204, CHEM 203"
*CHEM 434,"CHEM 203, CHEM 204, CHEM 223, CHEM 214, CHEM 381"
CHEM 462,"CHEM 302, CHEM 381"
CHEM 470,
CHEM 470 D 1,
CHEM 470 D 2,CHEM 470 D 1
CHEM 480,"CHEM 396, CHEM 470"
CHEM 480 D 1,"CHEM 396, CHEM 470"
CHEM 480 D 2,"CHEM 396, CHEM 470, CHEM 480 D 1"
CHEM 482,CHEM 302
CHEM 493,"CHEM 273, CHEM 345"
*CHEM 493 D 1,"CHEM 273, CHEM 345"
*CHEM 493 D 2,CHEM 493 D 1
CHEM 502,CHEM 302
CHEM 503,"CHEM 302, BIOL 200, CHEM 332"
CHEM 505,"CHEM 345, CHEM 365, PHYS 329, COMP 202, COMP 208"
*CHEM 512,"CHEM 381, CHEM 302, CHEM 243"
CHEM 514,"CHEM 203, CHEM 204, CHEM 223, CHEM 243"
*CHEM 516,"CHEM 302, CHEM 214, CHEM 281"
CHEM 519,"CHEM 213, CHEM 273, MATH 222, MATH 315"
CHEM 520,"BIOL 200, CHEM 345, CHEM 302"
*CHEM 522,CHEM 302
*CHEM 531,CHEM 381
CHEM 532,CHEM 302
CHEM 533,CHEM 355
*CHEM 534,"CHEM 434, PHYS 334"
CHEM 540,"CHEM 222, BIOL 200, CHEM 332"
CHEM 542,"CHEM 302, CHEM 332, BIOL 200, BIOL 201"
CHEM 552,CHEM 302
*CHEM 555,CHEM 355
CHEM 556,"CHEM 345, PHYS 242"
*CHEM 571,CHEM 302
CHEM 572,CHEM 382
CHEM 574,"CHEM 223, CHEM 243, CHEM 213, CHEM 273, CHEM 233"
CHEM 575,"CHEM 273, CHEM 223, CHEM 243, CHEM 213"
CHEM 577,"CHEM 243, CHEM 203, CHEM 204, CHEM 367, CHEM 377"
*CHEM 582,"CHEM 222, CHEM 381"
CHEM 585,"CHEM 345, MATH 233, MATH 315, PHYS 241, PHYS 242, CHEM 223, CHEM 243, CHEM 273"
*CHEM 591,CHEM 381
CHEM 593,"CHEM 345, CHEM 365"
CHEM 603,CHEM 355
*CHEM 612,
CHEM 621,
CHEM 629,
CHEM 634,
CHEM 650,
CHEM 651,
